nexrm_propertyid,createdon,createdby,modifiedon,modifiedby,createdbyname,createdbyyominame,modifiedbyname,modifiedbyyominame,organizationid,organizationidname,statecode,statecodename,statuscode,statuscodename,timezoneruleversionnumber,utcconversiontimezonecode,nexrm_name,nexrm_address1,nexrm_city,nexrm_state,nexrm_zip,wcp_propertytypeid,wcp_propertytypeidname,wcp_bedroomsprop,wcp_sqftprop,wcp_county,wcp_countyname,nexrm_fulladdress,nexrm_latitude,nexrm_longitude,nexrm_validatedaddress,nexrm_countyfipscode,nexrm_validatedaddresson,wcp_bathroomsprop
bb186f4d-936b-ed11-9562-000d3a591231,2022-11-24 00:59:55+00,3cc30e11-627f-eb11-a812-000d3a31bb73,2022-11-24 00:59:55+00,3cc30e11-627f-eb11-a812-000d3a31bb73,Proveo API,Proveo API,Proveo API,Proveo API,1a3231bd-c8ae-4fdc-8fb0-684125b272a1,washingtoncapitalpartners,0,Active,1,Active,0.0,10.0,PROP-003500,6015 43rd Ave,Hyattsville,MD - Maryland,20781.0,858555779.0,Single Family,2.0,1350.0,a76f9450-cff5-e411-80ee-c4346bac3970,Prince Georges - MD,6015 43RD AVE HYATTSVILLE MD 20781,38.96,-76.94,6015 43rd Ave Hyattsville MD 20781-1402,24033.0,2022-11-24 00:59:55+00,1.0
cc186f4d-936b-ed11-9562-000d3a591231,2022-11-24 00:59:55+00,3cc30e11-627f-eb11-a812-000d3a31bb73,2022-11-24 00:59:56+00,3cc30e11-627f-eb11-a812-000d3a31bb73,Proveo API,Proveo API,Proveo API,Proveo API,1a3231bd-c8ae-4fdc-8fb0-684125b272a1,washingtoncapitalpartners,0,Active,1,Active,0.0,10.0,PROP-003512,3319 D St SE,Washington,DC - District of Columbia,20019.0,858555779.0,Single Family,3.0,1224.0,876f9450-cff5-e411-80ee-c4346bac3970,District of Columbia - DC,3319 D ST SE WASHINGTON DC 20019,38.88,-76.96,3319 D St SE Washington DC 20019-2302,11001.0,2022-11-24 00:59:56+00,1.0
2d196f4d-936b-ed11-9562-000d3a591231,2022-11-24 00:59:56+00,3cc30e11-627f-eb11-a812-000d3a31bb73,2022-11-24 00:59:57+00,3cc30e11-627f-eb11-a812-000d3a31bb73,Proveo API,Proveo API,Proveo API,Proveo API,1a3231bd-c8ae-4fdc-8fb0-684125b272a1,washingtoncapitalpartners,0,Active,1,Active,0.0,10.0,PROP-003544,1411 Downing St NE,Washington,DC - District of Columbia,20018.0,858555779.0,Single Family,2.0,1056.0,876f9450-cff5-e411-80ee-c4346bac3970,District of Columbia - DC,1411 DOWNING ST NE WASHINGTON DC 20018,38.92,-76.98,1411 Downing St NE Washington DC 20018-3406,11001.0,2022-11-24 00:59:57+00,1.0
32196f4d-936b-ed11-9562-000d3a591231,2022-11-24 00:59:56+00,3cc30e11-627f-eb11-a812-000d3a31bb73,2022-11-24 00:59:56+00,3cc30e11-627f-eb11-a812-000d3a31bb73,Proveo API,Proveo API,Proveo API,Proveo API,1a3231bd-c8ae-4fdc-8fb0-684125b272a1,washingtoncapitalpartners,0,Active,1,Active,0.0,10.0,PROP-003546,620 20th St NE,Washington,DC - District of Columbia,20002.0,754300004.0,Residential Multi-Family,3.0,896.0,876f9450-cff5-e411-80ee-c4346bac3970,District of Columbia - DC,620 20TH ST NE WASHINGTON DC 20002,38.9,-76.98,620 20th St NE Washington DC 20002-4718,11001.0,2022-11-24 00:59:56+00,1.0
33196f4d-936b-ed11-9562-000d3a591231,2022-11-24 00:59:56+00,3cc30e11-627f-eb11-a812-000d3a31bb73,2022-11-24 00:59:56+00,3cc30e11-627f-eb11-a812-000d3a31bb73,Proveo API,Proveo API,Proveo API,Proveo API,1a3231bd-c8ae-4fdc-8fb0-684125b272a1,washingtoncapitalpartners,0,Active,1,Active,0.0,10.0,PROP-003547,,,,,858555779.0,Single Family,,,,,,38.94,-77.03,1330 Randolph St NW Washington DC 20011-5528,,2021-04-15 22:25:32+00,
5a196f4d-936b-ed11-9562-000d3a591231,2022-11-24 00:59:57+00,3cc30e11-627f-eb11-a812-000d3a31bb73,2022-11-24 00:59:57+00,3cc30e11-627f-eb11-a812-000d3a31bb73,Proveo API,Proveo API,Proveo API,Proveo API,1a3231bd-c8ae-4fdc-8fb0-684125b272a1,washingtoncapitalpartners,0,Active,1,Active,0.0,10.0,PROP-003569,819 Upshur St NW,Washington,DC - District of Columbia,20011.0,976560001.0,Commercial,1.0,1326.0,876f9450-cff5-e411-80ee-c4346bac3970,District of Columbia - DC,819 UPSHUR ST NW WASHINGTON DC 20011,38.94,-77.02,819 Upshur St NW Washington DC 20011-5836,11001.0,2022-11-24 00:59:57+00,1.0
84196f4d-936b-ed11-9562-000d3a591231,2022-11-24 00:59:57+00,3cc30e11-627f-eb11-a812-000d3a31bb73,2022-11-24 00:59:58+00,3cc30e11-627f-eb11-a812-000d3a31bb73,Proveo API,Proveo API,Proveo API,Proveo API,1a3231bd-c8ae-4fdc-8fb0-684125b272a1,washingtoncapitalpartners,0,Active,1,Active,0.0,10.0,PROP-003588,833 Adrian St SE,Washington,DC - District of Columbia,20019.0,858555779.0,Single Family,3.0,832.0,876f9450-cff5-e411-80ee-c4346bac3970,District of Columbia - DC,833 ADRIAN ST SE WASHINGTON DC 20019,38.88,-76.94,833 Adrian St SE Washington DC 20019-4910,11001.0,2022-11-24 00:59:58+00,2.0
92196f4d-936b-ed11-9562-000d3a591231,2022-11-24 00:59:58+00,3cc30e11-627f-eb11-a812-000d3a31bb73,2022-11-24 00:59:58+00,3cc30e11-627f-eb11-a812-000d3a31bb73,Proveo API,Proveo API,Proveo API,Proveo API,1a3231bd-c8ae-4fdc-8fb0-684125b272a1,washingtoncapitalpartners,0,Active,1,Active,0.0,10.0,PROP-003598,7304 Roanne Dr,Oxon Hill,MD - Maryland,20745.0,858555779.0,Single Family,3.0,1016.0,a76f9450-cff5-e411-80ee-c4346bac3970,Prince Georges - MD,7304 ROANNE DR OXON HILL MD 20745,38.79,-77.0,7304 Roanne Dr Oxon Hill MD 20745-1711,24033.0,2022-11-24 00:59:58+00,2.0
97196f4d-936b-ed11-9562-000d3a591231,2022-11-24 00:59:58+00,3cc30e11-627f-eb11-a812-000d3a31bb73,2022-11-24 00:59:58+00,3cc30e11-627f-eb11-a812-000d3a31bb73,Proveo API,Proveo API,Proveo API,Proveo API,1a3231bd-c8ae-4fdc-8fb0-684125b272a1,washingtoncapitalpartners,0,Active,1,Active,0.0,10.0,PROP-003609,5514 Duchaine Dr,Lanham,MD - Maryland,20706.0,858555779.0,Single Family,3.0,925.0,a76f9450-cff5-e411-80ee-c4346bac3970,Prince Georges - MD,5514 DUCHAINE DR LANHAM MD 20706,38.96,-76.85,5514 Duchaine Dr Lanham MD 20706-4118,24033.0,2022-11-24 00:59:58+00,1.0
bb196f4d-936b-ed11-9562-000d3a591231,2022-11-24 00:59:58+00,3cc30e11-627f-eb11-a812-000d3a31bb73,2022-11-24 00:59:58+00,3cc30e11-627f-eb11-a812-000d3a31bb73,Proveo API,Proveo API,Proveo API,Proveo API,1a3231bd-c8ae-4fdc-8fb0-684125b272a1,washingtoncapitalpartners,0,Active,1,Active,0.0,10.0,PROP-003631,203 Nursery Rd,Linthicum Heights,MD - Maryland,21090.0,858555779.0,Single Family,4.0,1527.0,a96f9450-cff5-e411-80ee-c4346bac3970,Anne Arundel - MD,203 NURSERY RD LINTHICUM HEIGHTS MD 21090,39.22,-76.65,203 Nursery Rd Linthicum Heights MD 21090-1513,24003.0,2022-11-24 00:59:58+00,2.0
ea196f4d-936b-ed11-9562-000d3a591231,2022-11-24 00:59:59+00,3cc30e11-627f-eb11-a812-000d3a31bb73,2022-11-24 00:59:59+00,3cc30e11-627f-eb11-a812-000d3a31bb73,Proveo API,Proveo API,Proveo API,Proveo API,1a3231bd-c8ae-4fdc-8fb0-684125b272a1,washingtoncapitalpartners,0,Active,1,Active,0.0,10.0,PROP-003648,,,,,858555779.0,Single Family,2.0,,,,,38.77,-76.9,6204 Woodley Rd Clinton MD 20735-2670,,2021-09-27 22:47:32+00,1.0
fd196f4d-936b-ed11-9562-000d3a591231,2022-11-24 00:59:59+00,3cc30e11-627f-eb11-a812-000d3a31bb73,2022-11-24 00:59:59+00,3cc30e11-627f-eb11-a812-000d3a31bb73,Proveo API,Proveo API,Proveo API,Proveo API,1a3231bd-c8ae-4fdc-8fb0-684125b272a1,washingtoncapitalpartners,0,Active,1,Active,0.0,10.0,PROP-003652,818 Sleepy Hollow Ct,Edgewood,MD - Maryland,21040.0,858555779.0,Single Family,3.0,1480.0,916f9450-cff5-e411-80ee-c4346bac3970,Harford - MD,818 SLEEPY HOLLOW CT EDGEWOOD MD 21040,39.43,-76.32,818 Sleepy Hollow Ct Edgewood MD 21040-2157,24025.0,2022-11-24 00:59:59+00,1.1
161a6f4d-936b-ed11-9562-000d3a591231,2022-11-24 00:59:59+00,3cc30e11-627f-eb11-a812-000d3a31bb73,2022-11-24 00:59:59+00,3cc30e11-627f-eb11-a812-000d3a31bb73,Proveo API,Proveo API,Proveo API,Proveo API,1a3231bd-c8ae-4fdc-8fb0-684125b272a1,washingtoncapitalpartners,0,Active,1,Active,0.0,10.0,PROP-003677,845 19th St NE,Washington,DC - District of Columbia,20002.0,858555779.0,Single Family,4.0,2368.0,876f9450-cff5-e411-80ee-c4346bac3970,District of Columbia - DC,845 19TH ST NE WASHINGTON DC 20002,38.9,-76.98,845 19th St NE Washington DC 20002-4071,11001.0,2022-11-24 00:59:59+00,4.0
1d1a6f4d-936b-ed11-9562-000d3a591231,2022-11-24 00:59:59+00,3cc30e11-627f-eb11-a812-000d3a31bb73,2022-11-24 00:59:59+00,3cc30e11-627f-eb11-a812-000d3a31bb73,Proveo API,Proveo API,Proveo API,Proveo API,1a3231bd-c8ae-4fdc-8fb0-684125b272a1,washingtoncapitalpartners,0,Active,1,Active,0.0,10.0,PROP-003682,9218 Darcy Rd,Upper Marlboro,MD - Maryland,20774.0,858555779.0,Single Family,3.0,1152.0,a76f9450-cff5-e411-80ee-c4346bac3970,Prince Georges - MD,9218 DARCY RD UPPER MARLBORO MD 20774,38.85,-76.85,9218 Darcy Rd Upper Marlboro MD 20774-2423,24033.0,2022-11-24 00:59:59+00,2.0
1e1a6f4d-936b-ed11-9562-000d3a591231,2022-11-24 00:59:59+00,3cc30e11-627f-eb11-a812-000d3a31bb73,2022-11-24 01:00:00+00,3cc30e11-627f-eb11-a812-000d3a31bb73,Proveo API,Proveo API,Proveo API,Proveo API,1a3231bd-c8ae-4fdc-8fb0-684125b272a1,washingtoncapitalpartners,0,Active,1,Active,0.0,10.0,PROP-003683,275 Rose St,Newark,NJ - New Jersey,7108.0,858555779.0,Single Family,,1353.0,,,275 ROSE ST NEWARK NJ 07108,40.73,-74.2,275 Rose St Newark NJ 07108-1616,34013.0,2022-11-24 01:00:00+00,
5a1a6f4d-936b-ed11-9562-000d3a591231,2022-11-24 01:00:00+00,3cc30e11-627f-eb11-a812-000d3a31bb73,2022-11-24 01:00:00+00,3cc30e11-627f-eb11-a812-000d3a31bb73,Proveo API,Proveo API,Proveo API,Proveo API,1a3231bd-c8ae-4fdc-8fb0-684125b272a1,washingtoncapitalpartners,0,Active,1,Active,0.0,10.0,PROP-003700,145 Uhland Ter NE,Washington,DC - District of Columbia,20002.0,976560000.0,Multi Family,5.0,1080.0,876f9450-cff5-e411-80ee-c4346bac3970,District of Columbia - DC,145 UHLAND TER NE WASHINGTON DC 20002,38.92,-77.0,145 Uhland Ter NE Washington DC 20002-1321,11001.0,2022-11-24 01:00:00+00,3.5
811a6f4d-936b-ed11-9562-000d3a591231,2022-11-24 01:00:01+00,3cc30e11-627f-eb11-a812-000d3a31bb73,2022-11-24 01:00:01+00,3cc30e11-627f-eb11-a812-000d3a31bb73,Proveo API,Proveo API,Proveo API,Proveo API,1a3231bd-c8ae-4fdc-8fb0-684125b272a1,washingtoncapitalpartners,0,Active,1,Active,0.0,10.0,PROP-003728,12403 Stirrup Ln,Bowie,MD - Maryland,20715.0,858555779.0,Single Family,3.0,1404.0,a76f9450-cff5-e411-80ee-c4346bac3970,Prince Georges - MD,12403 STIRRUP LN BOWIE MD 20715,38.97,-76.74,12403 Stirrup Ln Bowie MD 20715-2147,24033.0,2022-11-24 01:00:01+00,2.0
8a1a6f4d-936b-ed11-9562-000d3a591231,2022-11-24 01:00:01+00,3cc30e11-627f-eb11-a812-000d3a31bb73,2022-11-24 01:00:01+00,3cc30e11-627f-eb11-a812-000d3a31bb73,Proveo API,Proveo API,Proveo API,Proveo API,1a3231bd-c8ae-4fdc-8fb0-684125b272a1,washingtoncapitalpartners,0,Active,1,Active,0.0,10.0,PROP-003731,1505 Fort Davis Pl SE,Washington,DC - District of Columbia,20020.0,858555779.0,Single Family,3.0,1024.0,876f9450-cff5-e411-80ee-c4346bac3970,District of Columbia - DC,1505 FORT DAVIS PL SE WASHINGTON DC 20020,38.87,-76.95,1505 Fort Davis Pl SE Washington DC 20020-6027,11001.0,2022-11-24 01:00:01+00,3.0
941a6f4d-936b-ed11-9562-000d3a591231,2022-11-24 01:00:01+00,3cc30e11-627f-eb11-a812-000d3a31bb73,2022-11-24 01:00:01+00,3cc30e11-627f-eb11-a812-000d3a31bb73,Proveo API,Proveo API,Proveo API,Proveo API,1a3231bd-c8ae-4fdc-8fb0-684125b272a1,washingtoncapitalpartners,0,Active,1,Active,0.0,10.0,PROP-003735,1736 Montello Ave NE,Washington,DC - District of Columbia,20002.0,858555779.0,Single Family,3.0,1198.0,876f9450-cff5-e411-80ee-c4346bac3970,District of Columbia - DC,1736 MONTELLO AVE NE WASHINGTON DC 20002,38.91,-76.99,1736 Montello Ave NE Washington DC 20002-7821,11001.0,2022-11-24 01:00:01+00,2.0
c51a6f4d-936b-ed11-9562-000d3a591231,2022-11-24 01:00:01+00,3cc30e11-627f-eb11-a812-000d3a31bb73,2022-11-24 01:00:01+00,3cc30e11-627f-eb11-a812-000d3a31bb73,Proveo API,Proveo API,Proveo API,Proveo API,1a3231bd-c8ae-4fdc-8fb0-684125b272a1,washingtoncapitalpartners,0,Active,1,Active,0.0,10.0,PROP-003764,,,,,858555779.0,Single Family,3.0,,,,,39.33,-76.72,5625 Gwynndale Ave Baltimore MD 21207-6106,24005.0,2018-12-10 10:30:24+00,2.5
e51a6f4d-936b-ed11-9562-000d3a591231,2022-11-24 01:00:02+00,3cc30e11-627f-eb11-a812-000d3a31bb73,2022-11-24 01:00:02+00,3cc30e11-627f-eb11-a812-000d3a31bb73,Proveo API,Proveo API,Proveo API,Proveo API,1a3231bd-c8ae-4fdc-8fb0-684125b272a1,washingtoncapitalpartners,0,Active,1,Active,0.0,10.0,PROP-003783,1704 McCulloh St,Baltimore,MD - Maryland,21217.0,976560000.0,Multi Family,3.0,,936f9450-cff5-e411-80ee-c4346bac3970,Baltimore City - MD,1704 MCCULLOH ST BALTIMORE MD 21217,39.31,-76.63,1704 McCulloh St Baltimore MD 21217-3434,24510.0,2022-11-24 01:00:02+00,2.0
f01a6f4d-936b-ed11-9562-000d3a591231,2022-11-24 01:00:02+00,3cc30e11-627f-eb11-a812-000d3a31bb73,2022-11-24 01:00:02+00,3cc30e11-627f-eb11-a812-000d3a31bb73,Proveo API,Proveo API,Proveo API,Proveo API,1a3231bd-c8ae-4fdc-8fb0-684125b272a1,washingtoncapitalpartners,0,Active,1,Active,0.0,10.0,PROP-003784,1702 McCulloh St,Baltimore,MD - Maryland,21217.0,976560000.0,Multi Family,3.0,,936f9450-cff5-e411-80ee-c4346bac3970,Baltimore City - MD,1702 MCCULLOH ST BALTIMORE MD 21217,39.31,-76.63,1702 McCulloh St Baltimore MD 21217-3378,24510.0,2022-11-24 01:00:02+00,2.0
f21a6f4d-936b-ed11-9562-000d3a591231,2022-11-24 01:00:02+00,3cc30e11-627f-eb11-a812-000d3a31bb73,2022-11-24 01:00:02+00,3cc30e11-627f-eb11-a812-000d3a31bb73,Proveo API,Proveo API,Proveo API,Proveo API,1a3231bd-c8ae-4fdc-8fb0-684125b272a1,washingtoncapitalpartners,0,Active,1,Active,0.0,10.0,PROP-003785,15041 Greenmount Dr,Woodbridge,VA - Virginia,22193.0,858555779.0,Single Family,4.0,2420.0,dd6f9450-cff5-e411-80ee-c4346bac3970,Prince William - VA,15041 GREENMOUNT DR WOODBRIDGE VA 22193,38.63,-77.33,15041 Greenmount Dr Woodbridge VA 22193-1857,51153.0,2022-11-24 01:00:02+00,2.5
fa1a6f4d-936b-ed11-9562-000d3a591231,2022-11-24 01:00:02+00,3cc30e11-627f-eb11-a812-000d3a31bb73,2022-11-24 01:00:03+00,3cc30e11-627f-eb11-a812-000d3a31bb73,Proveo API,Proveo API,Proveo API,Proveo API,1a3231bd-c8ae-4fdc-8fb0-684125b272a1,washingtoncapitalpartners,0,Active,1,Active,0.0,10.0,PROP-003787,2843 Mayfield Ave,Baltimore,MD - Maryland,21213.0,858555779.0,Single Family,3.0,1140.0,936f9450-cff5-e411-80ee-c4346bac3970,Baltimore City - MD,2843 MAYFIELD AVE BALTIMORE MD 21213,39.32,-76.57,2843 Mayfield Ave Baltimore MD 21213-1231,24510.0,2022-11-24 01:00:03+00,1.0
39696753-936b-ed11-9562-000d3a591231,2022-11-24 01:00:03+00,3cc30e11-627f-eb11-a812-000d3a31bb73,2022-11-24 01:00:04+00,3cc30e11-627f-eb11-a812-000d3a31bb73,Proveo API,Proveo API,Proveo API,Proveo API,1a3231bd-c8ae-4fdc-8fb0-684125b272a1,washingtoncapitalpartners,0,Active,1,Active,0.0,10.0,PROP-003828,5607 Eagle St,Capitol Heights,MD - Maryland,20743.0,858555779.0,Single Family,2.0,560.0,a76f9450-cff5-e411-80ee-c4346bac3970,Prince Georges - MD,5607 EAGLE ST CAPITOL HEIGHTS MD 20743,38.89,-76.91,5607 Eagle St Capitol Heights MD 20743-2042,24033.0,2022-11-24 01:00:04+00,1.0
3b696753-936b-ed11-9562-000d3a591231,2022-11-24 01:00:03+00,3cc30e11-627f-eb11-a812-000d3a31bb73,2022-11-24 01:00:04+00,3cc30e11-627f-eb11-a812-000d3a31bb73,Proveo API,Proveo API,Proveo API,Proveo API,1a3231bd-c8ae-4fdc-8fb0-684125b272a1,washingtoncapitalpartners,0,Active,1,Active,0.0,10.0,PROP-003832,1851 Columbia Rd NW Apt 501,Washington,DC - District of Columbia,20009.0,858555777.0,Condo,1.0,,876f9450-cff5-e411-80ee-c4346bac3970,District of Columbia - DC,1851 COLUMBIA RD NW APT 501 WASHINGTON DC 20009,38.92,-77.04,1851 Columbia Rd NW Apt 501 Washington DC 20009-5104,11001.0,2022-11-24 01:00:04+00,1.0
44696753-936b-ed11-9562-000d3a591231,2022-11-24 01:00:03+00,3cc30e11-627f-eb11-a812-000d3a31bb73,2022-11-24 01:00:04+00,3cc30e11-627f-eb11-a812-000d3a31bb73,Proveo API,Proveo API,Proveo API,Proveo API,1a3231bd-c8ae-4fdc-8fb0-684125b272a1,washingtoncapitalpartners,0,Active,1,Active,0.0,10.0,PROP-003833,5913 Harrison Ave,Riverdale,MD - Maryland,20737.0,858555779.0,Single Family,8.0,3262.0,a76f9450-cff5-e411-80ee-c4346bac3970,Prince Georges - MD,5913 HARRISON AVE RIVERDALE MD 20737,38.96,-76.94,5913 Harrison Ave Riverdale MD 20737-1932,24033.0,2022-11-24 01:00:04+00,4.0
46696753-936b-ed11-9562-000d3a591231,2022-11-24 01:00:04+00,3cc30e11-627f-eb11-a812-000d3a31bb73,2022-11-24 01:00:04+00,3cc30e11-627f-eb11-a812-000d3a31bb73,Proveo API,Proveo API,Proveo API,Proveo API,1a3231bd-c8ae-4fdc-8fb0-684125b272a1,washingtoncapitalpartners,0,Active,1,Active,0.0,10.0,PROP-003834,9345 Northgate Rd,Laurel,MD - Maryland,20723.0,858555779.0,Single Family,3.0,1804.0,956f9450-cff5-e411-80ee-c4346bac3970,Howard - MD,9345 NORTHGATE RD LAUREL MD 20723,39.12,-76.83,9345 Northgate Rd Laurel MD 20723-1363,24027.0,2022-11-24 01:00:04+00,2.0
9e696753-936b-ed11-9562-000d3a591231,2022-11-24 01:00:05+00,3cc30e11-627f-eb11-a812-000d3a31bb73,2022-11-24 01:00:05+00,3cc30e11-627f-eb11-a812-000d3a31bb73,Proveo API,Proveo API,Proveo API,Proveo API,1a3231bd-c8ae-4fdc-8fb0-684125b272a1,washingtoncapitalpartners,0,Active,1,Active,0.0,10.0,PROP-003861,5009 12th St NE,Washington,DC - District of Columbia,20017.0,858555779.0,Single Family,3.0,1080.0,876f9450-cff5-e411-80ee-c4346bac3970,District of Columbia - DC,5009 12TH ST NE WASHINGTON DC 20017,38.95,-76.99,5009 12th St NE Washington DC 20017-2851,11001.0,2022-11-24 01:00:05+00,1.0
a7696753-936b-ed11-9562-000d3a591231,2022-11-24 01:00:05+00,3cc30e11-627f-eb11-a812-000d3a31bb73,2022-11-24 01:00:05+00,3cc30e11-627f-eb11-a812-000d3a31bb73,Proveo API,Proveo API,Proveo API,Proveo API,1a3231bd-c8ae-4fdc-8fb0-684125b272a1,washingtoncapitalpartners,0,Active,1,Active,0.0,10.0,PROP-003864,2106 Barton Ave,Richmond,VA - Virginia,23222.0,858555779.0,Single Family,4.0,2646.0,37709450-cff5-e411-80ee-c4346bac3970,Richmond City - VA ,2106 BARTON AVE RICHMOND VA 23222,37.56,-77.43,2106 Barton Ave Richmond VA 23222-4402,51760.0,2022-11-24 01:00:05+00,2.0
ad696753-936b-ed11-9562-000d3a591231,2022-11-24 01:00:05+00,3cc30e11-627f-eb11-a812-000d3a31bb73,2022-11-24 01:00:05+00,3cc30e11-627f-eb11-a812-000d3a31bb73,Proveo API,Proveo API,Proveo API,Proveo API,1a3231bd-c8ae-4fdc-8fb0-684125b272a1,washingtoncapitalpartners,0,Active,1,Active,0.0,10.0,PROP-003865,6108 Neilwood Dr,Rockville,MD - Maryland,20852.0,858555779.0,Single Family,4.0,4302.0,976f9450-cff5-e411-80ee-c4346bac3970,Montgomery - MD,6108 NEILWOOD DR ROCKVILLE MD 20852,39.05,-77.12,6108 Neilwood Dr Rockville MD 20852-3706,24031.0,2022-11-24 01:00:05+00,3.5
b5696753-936b-ed11-9562-000d3a591231,2022-11-24 01:00:05+00,3cc30e11-627f-eb11-a812-000d3a31bb73,2022-11-24 01:00:06+00,3cc30e11-627f-eb11-a812-000d3a31bb73,Proveo API,Proveo API,Proveo API,Proveo API,1a3231bd-c8ae-4fdc-8fb0-684125b272a1,washingtoncapitalpartners,0,Active,1,Active,0.0,10.0,PROP-003866,1182 Washington Blvd,Baltimore,MD - Maryland,21230.0,858555779.0,Single Family,3.0,1056.0,936f9450-cff5-e411-80ee-c4346bac3970,Baltimore City - MD,1182 WASHINGTON BLVD BALTIMORE MD 21230,39.28,-76.63,1182 Washington Blvd Baltimore MD 21230-1825,24510.0,2022-11-24 01:00:05+00,1.0
0b6a6753-936b-ed11-9562-000d3a591231,2022-11-24 01:00:06+00,3cc30e11-627f-eb11-a812-000d3a31bb73,2022-11-24 01:00:07+00,3cc30e11-627f-eb11-a812-000d3a31bb73,Proveo API,Proveo API,Proveo API,Proveo API,1a3231bd-c8ae-4fdc-8fb0-684125b272a1,washingtoncapitalpartners,0,Active,1,Active,0.0,10.0,PROP-003877,232 Hamilton St NW,Washington,DC - District of Columbia,20011.0,858555777.0,Condo,7.0,2640.0,876f9450-cff5-e411-80ee-c4346bac3970,District of Columbia - DC,232 HAMILTON ST NW WASHINGTON DC 20011,38.95,-77.01,232 Hamilton St NW Washington DC 20011-3277,11001.0,2022-11-24 01:00:06+00,4.0
186a6753-936b-ed11-9562-000d3a591231,2022-11-24 01:00:06+00,3cc30e11-627f-eb11-a812-000d3a31bb73,2022-11-24 01:00:06+00,3cc30e11-627f-eb11-a812-000d3a31bb73,Proveo API,Proveo API,Proveo API,Proveo API,1a3231bd-c8ae-4fdc-8fb0-684125b272a1,washingtoncapitalpartners,0,Active,1,Active,0.0,10.0,PROP-003882,,,,,858555779.0,Single Family,2.0,,,,,39.83,-77.23,400-402 S Washington St Gettysburg PA 17325-2525,42001.0,2019-05-28 10:09:24+00,1.0
1a6a6753-936b-ed11-9562-000d3a591231,2022-11-24 01:00:06+00,3cc30e11-627f-eb11-a812-000d3a31bb73,2022-11-24 01:00:07+00,3cc30e11-627f-eb11-a812-000d3a31bb73,Proveo API,Proveo API,Proveo API,Proveo API,1a3231bd-c8ae-4fdc-8fb0-684125b272a1,washingtoncapitalpartners,0,Active,1,Active,0.0,10.0,PROP-003883,1246 Washington Blvd,Baltimore,MD - Maryland,21230.0,858555779.0,Single Family,2.0,960.0,936f9450-cff5-e411-80ee-c4346bac3970,Baltimore City - MD,1246 WASHINGTON BLVD BALTIMORE MD 21230,39.28,-76.63,1246 Washington Blvd Baltimore MD 21230-1827,24510.0,2022-11-24 01:00:07+00,1.5
af62599f-956b-ed11-9562-000d3a591231,2022-11-24 01:16:39+00,3cc30e11-627f-eb11-a812-000d3a31bb73,2022-11-24 01:16:39+00,3cc30e11-627f-eb11-a812-000d3a31bb73,Proveo API,Proveo API,Proveo API,Proveo API,1a3231bd-c8ae-4fdc-8fb0-684125b272a1,washingtoncapitalpartners,0,Active,1,Active,0.0,10.0,PROP-003891,,,,,754300004.0,Residential Multi-Family,5.0,,,,,38.9,-77.0,922 6th St NE Washington DC 20002-3514,11001.0,2018-09-12 22:39:27+00,2.5
b062599f-956b-ed11-9562-000d3a591231,2022-11-24 01:16:39+00,3cc30e11-627f-eb11-a812-000d3a31bb73,2022-11-24 01:16:39+00,3cc30e11-627f-eb11-a812-000d3a31bb73,Proveo API,Proveo API,Proveo API,Proveo API,1a3231bd-c8ae-4fdc-8fb0-684125b272a1,washingtoncapitalpartners,0,Active,1,Active,0.0,10.0,PROP-003898,,,,,754300004.0,Residential Multi-Family,2.0,,,,,38.92,-77.04,2429 Ontario Rd NW Washington DC 20009-2704,11001.0,2018-09-08 21:54:48+00,3.0
b562599f-956b-ed11-9562-000d3a591231,2022-11-24 01:16:39+00,3cc30e11-627f-eb11-a812-000d3a31bb73,2022-11-24 01:16:39+00,3cc30e11-627f-eb11-a812-000d3a31bb73,Proveo API,Proveo API,Proveo API,Proveo API,1a3231bd-c8ae-4fdc-8fb0-684125b272a1,washingtoncapitalpartners,0,Active,1,Active,0.0,10.0,PROP-003905,,,,,858555779.0,Single Family,3.0,,,,,38.93,-76.99,3127 12th St NE Washington DC 20017-4002,11001.0,2018-09-08 20:48:12+00,2.5
f07556a5-956b-ed11-9562-000d3a591231,2022-11-24 01:16:39+00,3cc30e11-627f-eb11-a812-000d3a31bb73,2022-11-24 01:16:39+00,3cc30e11-627f-eb11-a812-000d3a31bb73,Proveo API,Proveo API,Proveo API,Proveo API,1a3231bd-c8ae-4fdc-8fb0-684125b272a1,washingtoncapitalpartners,0,Active,1,Active,0.0,10.0,PROP-003916,,,,,858555779.0,Single Family,,,,,,38.9,-77.0,815 7th St NE Washington DC 20002-3609,11001.0,2018-11-09 22:43:40+00,
fd7556a5-956b-ed11-9562-000d3a591231,2022-11-24 01:16:40+00,3cc30e11-627f-eb11-a812-000d3a31bb73,2022-11-24 01:16:40+00,3cc30e11-627f-eb11-a812-000d3a31bb73,Proveo API,Proveo API,Proveo API,Proveo API,1a3231bd-c8ae-4fdc-8fb0-684125b272a1,washingtoncapitalpartners,0,Active,1,Active,0.0,10.0,PROP-003931,1417 K St SE,Washington,DC - District of Columbia,20003.0,754300004.0,Residential Multi-Family,3.0,1100.0,876f9450-cff5-e411-80ee-c4346bac3970,District of Columbia - DC,1417 K ST SE WASHINGTON DC 20003,38.88,-76.98,1417 K St SE Washington DC 20003-3235,11001.0,2022-11-24 01:16:40+00,2.0
